พระทัย	pʰ r a 3 . tʰ a j
พระนคร	pʰ r a 3 . n a 3 . kʰ ɔː n
พระนครศรีอยุธยา	pʰ r a 3 . n a 3 . kʰ ɔː n . s iː 4 . ʔ a 1 . j u t̚ 3 . tʰ a 3 . j aː
พระนครเหนือ	pʰ r a 3 . n a 3 . kʰ ɔː n . n ɯː a 4
พระบรมราชูปถัมภ์	pʰ r a 3 . b ɔː . r o m . m a 3 . r aː . c uː . p a 1 . tʰ a m 4
พระบาท	pʰ r a 3 . b aː t̚ 1
พระประแดง	pʰ r a 3 . p r a 1 . d ɛː ŋ
พระพุทธเจ้า	pʰ r a 3 . pʰ u t̚ 3 . tʰ a 3 . t͡ɕ aː w 2
พระพุทธเจ้าข้า	pʰ r a 3 . pʰ u t̚ 3 . tʰ a 3 . t͡ɕ aː w 2 . kʰ aː 2
พระยา	pʰ r a 3 . j aː
พระราชกฤษฎีกา	pʰ r a 3 . r aː t̚ 2 . t͡ɕʰ a 3 . k r i t̚ 1 . s a 1 . d iː . k aː
พระราชกำหนด	pʰ r a 3 . r aː t̚ 2 . t͡ɕʰ a 3 . k a m . n o t̚ 1
พระราชทาน	pʰ r a 3 . r aː t̚ 2 . t͡ɕʰ a 3 . tʰ aː n
พระราชบัญญัติ	pʰ r a 3 . r aː t̚ 2 . t͡ɕʰ a 3 . b a n . j a t̚ 1
พระราชวัง	pʰ r a 3 . r aː t 2 . c a 3 . w a ŋ
พระราม	pʰ r a 3 . r aː m
พระรามหก	pʰ r a 3 . r aː m . h o k 1
พระองค์	pʰ r a 3 . ʔ o ŋ
พระองค์เจ้า	pʰ r a 3 . ʔ o ŋ . t͡ɕ aː w 2
พระเจ้า	pʰ r a 3 . t͡ɕ aː w 2
พระเจ้าห้าพระองค์	pʰ r a 3 . t͡ɕ aː w 2 . h aː 2 . pʰ r a 3 . ʔ o ŋ
พรั่น	pʰ r a n 2
พราก	pʰ r aː k̚ 2
พรากผู้เยาว์	pʰ r aː k̚ 2 . pʰ uː 2 . j a w
พราง	pʰ r aː ŋ
พราน	pʰ r aː n
พราย	pʰ r aː j
พราหมณ์	pʰ r aː m
พริก	pʰ r i k̚ 3
พริกขี้หนู	pʰ r i k̚ 3 . kʰ iː 2 . n uː 4
พริกดอง	pʰ r i k̚ 3 . d ɔː ŋ
พริกหยวก	pʰ r i k̚ 3 . j u a̯ k̚ 1
พริกไทย	pʰ r i k̚ 3 . tʰ a j
พริบ	pʰ r i p̚ 3
พริ้ว	pʰ r i w 3
พรีเซ็นเตอร์	pʰ r iː . s e n . t ɤː 2
พรุ	pʰ r u ʔ 3
พรุน	pʰ r u n
พรุ่ง	pʰ r u ŋ 2
พรุ่งนี้	pʰ r u ŋ 2 . n iː 3
พร่อง	pʰ r ɔ ŋ 2
พร่ำเพรื่อ	pʰ r a m 2 . pʰ r ɯ a̯ 2
พร้อม	pʰ r ɔː m 3
พร้อมกัน	pʰ r ɔː m 3 . k a n
พร้อมกับ	pʰ r ɔː m 3 . k a p 1
พร้อมด้วย	pʰ r ɔː m 3 . d uː a j 2
พร้อมทั้ง	pʰ r ɔː m 3 . tʰ a ŋ 3
พร้อมมูล	pʰ r ɔː m 3 . m uː n
พร้า	pʰ r aː 3
พร้าว	pʰ r aː w 3
พฤกษ	pʰ r ɯ k̚ 3 . s a 1 .
พฤกษศาสตร์	pʰ r ɯ k̚ 3 . s a 1 . s aː t̚ 1
พฤกษา	pʰ r ɯ k̚ 3 . s aː 4
พฤกษ์	pʰ r ɯ k̚ 3
พฤฒิบาศ	pʰ r ɯ t̚ 3 . tʰ i 3 . b aː t̚ 1
พฤติกรรม	pʰ r ɯ t̚ 3 . t i 1 . k a m
พฤศจิกา	pʰ r ɯ t̚ 3 . s a 1 . t͡ɕ i 1 . k aː
พฤศจิกายน	pʰ r ɯ t̚ 3 . s a 1 . t͡ɕ i 1 . k aː . j o n
พฤษภ	pʰ r ɯ 3 . s o p̚ 1
พฤษภา	pʰ r ɯ t̚ 3 . s a 1 . pʰ aː
พฤษภาคม	pʰ r ɯ t̚ 3 . s a 1 . pʰ aː . kʰ o m
พฤหัสบดี	pʰ r ɯ 3 . h a t̚ 1 . s a 1 . b ɔː . d iː
พล	pʰ o n
พลการ	pʰ a 3 . l a 3 . k aː n
พลขับ	pʰ o n . l a 3 . kʰ a p̚ 1
พลวง	pʰ l u a̯ ŋ
พลศาสตร์	pʰ o n . l a 3 . s aː t̚ 1
พลอง	pʰ l ɔː ŋ
พลอย	pʰ l ɔː j
พละ	pʰ a 3 . l a ʔ 3
พลัง	pʰ a 3 . l a ŋ
พลังงาน	pʰ a 3 . l a ŋ . ŋ aː n
พลังงานจลน์	pʰ a 3 . l a ŋ . ŋ aː n . t͡ɕ o n
พลังงานศักย์	pʰ a 3 . l a ŋ . ŋ aː n . s a k̚ 1
พลังงานไฟฟ้า	pʰ a 3 . l a ŋ . ŋ aː n . f a j . f aː 3
พลัด	pʰ l a t̚ 3
พลับ	pʰ l a p̚ 3
พลับพลึง	pʰ l a p̚ 3 . pʰ l ɯ ŋ
พลัม	pʰ l a m
พลั่ว	pʰ l u a̯ 2
พลั้งเผลอ	pʰ l a ŋ 3 . pʰ l ɤː 4
พลาซ่า	pʰ l aː . s aː 2
พลาด	pʰ l aː t̚ 2
พลาย	pʰ l aː j
พลาสติก	pʰ l aː s 3 . t i k̚ 1
พลิก	pʰ l i k̚ 3
พลี	pʰ a 3 . l iː
พลุ	pʰ l u ʔ 3
พลุ่ง	pʰ l u ŋ 2
พลู	pʰ l uː
พลูโทเนียม	pʰ l uː . tʰ oː . n i a̯ m 2
พลเมือง	pʰ o n . l a 3 . m ɯ a̯ ŋ
พลเรือน	pʰ o n . l a 3 . r ɯ a̯ n
พลเรือเอก	pʰ o n . r ɯ a̯ . ʔ eː k̚ 1
พล็อต	pʰ l ɔ t 3
พล่าม	pʰ l aː m 2
พวก	pʰ u a̯ k̚ 2
พวกคุณ	pʰ u a̯ k̚ 2 . kʰ u n
พวกพ้อง	pʰ u a̯ k̚ 2 . pʰ ɔː ŋ 3
พวกเขา	pʰ u a̯ k̚ 2 . kʰ a w 4
พวกเรา	pʰ u a̯ k̚ 2 . r a w
พวง	pʰ u a̯ ŋ
พวงกุญแจ	pʰ u a̯ ŋ . k u n . t͡ɕ ɛː
พวงมาลัย	pʰ u a̯ ŋ . m aː . l a j
พวน	pʰ u a̯ n
พหุนาม	pʰ a 3 . h u 1 . n aː m
พหูพจน์	pʰ a 3 . h uː 4 . pʰ o t̚ 3
พอ	pʰ ɔː
พอก	pʰ ɔː k̚ 2
พอง	pʰ ɔː ŋ
พอดี	pʰ ɔː . d iː
พอที่จะ	pʰ ɔː . tʰ iː 2 . c a 1
พอประมาณ	pʰ ɔː . p r a 1 . m aː n
พอร์ต	pʰ ɔː t̚ 2
พอร์ท	pʰ ɔː t 2
พอสมควร	pʰ ɔː . s o m 4 . kʰ uː a n
พอเพียง	pʰ ɔː . pʰ i a̯ ŋ
พอเหมาะ	pʰ ɔː . m ɔ 1
พอโลเนียม	pʰ ɔː . l oː . n i a̯ m 2
พอใจ	pʰ ɔː . t͡ɕ a j
พอใช้	pʰ ɔː . t͡ɕʰ a j 3
พะ	pʰ a 3
พะยูง	pʰ a 3 . j uː ŋ
พะยูน	pʰ a 3 . j uː n
พะเยา	pʰ a 3 . j a w
พะแนง	pʰ a 3 . n ɛː ŋ
พะโล้	pʰ a 3 . l oː 3
พัก	pʰ a k̚ 3
พักผ่อน	pʰ a k̚ 3 . pʰ ɔ n 1
พักร้อน	pʰ a k̚ 3 . r ɔː n 3
พัง	pʰ a ŋ
พังงา	pʰ a ŋ . ŋ aː
พังพอน	pʰ a ŋ . pʰ ɔː n
พังพาน	pʰ a ŋ . pʰ aː n
พัฒน	pʰ a t 3 . tʰ a 3 . n a 3
พัฒนา	pʰ a t̚ 3 . tʰ a 3 . n aː
พัฒนาการ	pʰ a t̚ 3 . tʰ a 3 . n aː . k aː n
พัฒน์พงษ์	pʰ a t 3 . pʰ o ŋ
พัด	pʰ a t̚ 3
พัดลม	pʰ a t̚ 3 . l o m
พัทยา	pʰ a t̚ 3 . tʰ a 3 . j aː
พัทลุง	pʰ a t̚ 3 . tʰ a 3 . l u ŋ
พัธนี	pʰ a t 3 . n iː
พัน	pʰ a n
พันตรี	pʰ a n . t r iː
พันธมิตร	pʰ a n . tʰ a 3 . m i t̚ 3
พันธุ	pʰ a n . tʰ u 3
พันธุวิศวกรรม	pʰ a n . tʰ u 3 . w i t 3 . s a 1 . w a 3 . k a m
พันธุ์	pʰ a n
พันธุ์พืช	pʰ a n . pʰ ɯː t̚ 2
พันธ์	pʰ a n
พันหก	pʰ a n . h o k 1
พันหกร้อย	pʰ a n . h o k 1 . r ɔː j 3
พับ	pʰ a p̚ 3
พับเพียบ	pʰ a p̚ 3 . pʰ i a̯ p̚ 2
พัลล์	pʰ a n
พัลส์	pʰ a n
พัสดุ	pʰ a t̚ 3 . s a 1 . d u ʔ 1
พา	pʰ aː
พากย์	pʰ aː k̚ 2
พาชี	pʰ aː . t͡ɕʰ iː
พาณิช	pʰ aː . n i t̚ 3
พาณิชยศาสตร์	pʰ aː . n i t 3 . c a 3 . j a 3 . s aː t 1
พาณิชย์	pʰ aː . n i t̚ 3
พาด	pʰ aː t̚ 2
พาทย์	pʰ aː t̚ 2
พาน	pʰ aː n
พาย	pʰ aː j
พายัพ	pʰ aː . j a p̚ 3
พายุ	pʰ aː . j u ʔ 3
พายุฝน	pʰ aː . j u 3 . f o n 4
พายุหมุน	pʰ aː . j u 3 . m u n 4
พารา	pʰ aː . r aː
พารามิเตอร์	pʰ aː . r aː . m i 3 . t ɤː 2
พาราเซตามอล	pʰ aː . r aː . s eː . t aː . m ɔ n 2
พาราโบลา	pʰ aː . r aː . b oː . l aː 2
พาล	pʰ aː n
พาส	pʰ aː t 2
พาสตา	pʰ aː s 3 . t aː 2
พาสปอร์ต	pʰ aː t̚ 3 . s a 1 . p ɔː t̚ 1
พาสุกรี	pʰ aː . s u 1 . k r iː
พาหนะ	pʰ aː . h a 1 . n a ʔ 3
พาหะ	pʰ aː . h a 1
พาหุ	pʰ aː . h u ʔ 1
พาฬ	pʰ aː n
พาฬมฤค	pʰ aː . l a 3 . m a 3 . l ɯ k̚ 3
พิ	pʰ i 3
พิกัด	pʰ i 3 . k a t̚ 1
พิการ	pʰ i 3 . k aː n
พิกุล	pʰ i 3 . k u n
พิฆาต	pʰ i 3 . kʰ aː t̚ 2
พิง	pʰ i ŋ
พิจารณา	pʰ i 3 . t͡ɕ aː . r a 3 . n aː
พิจารณ์	pʰ i 3 . t͡ɕ aː n
พิจิก	pʰ i 3 . t͡ɕ i k̚ 1
พิจิตร	pʰ i 3 . t͡ɕ i t̚ 1
พิชิต	pʰ i 3 . t͡ɕʰ i t̚ 3
พิซซ่า	pʰ i t̚ 3 . s aː 2
พิณ	pʰ i n
พิถีพิถัน	pʰ i 3 . tʰ iː 4 . pʰ i 3 . tʰ a n 4
พิทักษ์	pʰ i 3 . tʰ a k̚ 3
พิธี	pʰ i 3 . tʰ iː
พิธีกรรม	pʰ i 3 . tʰ iː . k a m
พิธีการ	pʰ i 3 . tʰ iː . k aː n
พิธีสาร	pʰ i 3 . tʰ iː . s aː n 4
พินทุ	pʰ i n . tʰ u ʔ 3
พินอิน	pʰ i n . ʔ i n
พินัย	pʰ i 3 . n a j
พินัยกรรม	pʰ i 3 . n a j . k a m
พิบัติ	pʰ i 3 . b a t̚ 1
พิบูล	pʰ i 3 . b uː n
พิพากษา	pʰ i 3 . pʰ aː k̚ 2 . s aː 4
พิพิธภัณฑสถาน	pʰ i 3 . pʰ i t̚ 3 . tʰ a 3 . pʰ a n . tʰ a 3 . s a 1 . tʰ aː n 4
พิพิธภัณฑ์	pʰ i 3 . pʰ i t̚ 3 . tʰ a 3 . pʰ a n
พิพิธภัณฑ์สัตว์น้ำ	pʰ i 3 . pʰ i t̚ 3 . tʰ a 3 . pʰ a n . s a t̚ 1 . n aː m 3
พิภพ	pʰ i 3 . pʰ o p̚ 3
พิมพ์	pʰ i m
พิมพ์ดีด	pʰ i m . d iː t̚ 1
พิมพ์หนังสือ	pʰ i m . n a ŋ 4 . s ɯː 4
พิมพ์เขียว	pʰ i m . kʰ i a̯ w 4
พิมเสน	pʰ i m . s eː n 4
พิราบ	pʰ i 3 . r aː p̚ 2
พิราลัย	pʰ i 3 . r aː . l a j
พิรุธ	pʰ i 3 . r u t̚ 3
พิลิปดา	pʰ i 3 . l i p̚ 3 . d aː
พิศาล	pʰ i 3 . s aː n 4
พิษ	pʰ i t̚ 3
พิษณุโลก	pʰ i t̚ 3 . s a 1 . n u 3 . l oː k̚ 2
พิษวิทยา	pʰ i t 3 . w i t 3 . tʰ a 3 . j aː
พิษสุนัขบ้า	pʰ i t̚ 3 . s u 1 . n a k̚ 3 . b aː 2
พิสดาร	pʰ i t̚ 3 . s a 1 . d aː n
พิสูจน์	pʰ i 3 . s uː t̚ 1
พิเทศ	pʰ i 3 . tʰ eː t̚ 2
พิเรนทร์	pʰ i 3 . r eː n
พิเศษ	pʰ i 3 . s eː t̚ 1
พิแทก	pʰ i 3 . tʰ ɛː k 2
พิโรธ	pʰ i 3 . r oː t̚ 2
พี	pʰ iː
พีช	pʰ iː t̚ 3
พีชคณิต	pʰ iː . t͡ɕʰ a 3 . kʰ a 3 . n i t̚ 3
พีซี	pʰ iː . s iː
พีระมิด	pʰ iː . r a 3 . m i t̚ 3
พีวีซี	pʰ iː . w iː . s iː
พีอาร์	pʰ iː . ʔ aː
พี่	pʰ iː 2
พี่ชาย	pʰ iː 2 . t͡ɕʰ aː j
พี่น้อง	pʰ iː 2 . n ɔː ŋ 3
พี่สาว	pʰ iː 2 . s aː w 4
พี่เลี้ยง	pʰ iː 2 . l i a̯ ŋ 3
พึง	pʰ ɯ ŋ
พึ่ง	pʰ ɯ ŋ 2
พึ่งตนเอง	pʰ ɯ ŋ 2 . t o n . ʔ eː ŋ
พึ่งพา	pʰ ɯ ŋ 2 . pʰ aː
พึ่งพาอาศัย	pʰ ɯ ŋ 2 . pʰ aː . ʔ aː . s a j 4
พึ่งพิง	pʰ ɯ ŋ 2 . pʰ i ŋ
พืช	pʰ ɯː t̚ 2
พืชกินสัตว์	pʰ ɯː t̚ 2 . k i n . s a t̚ 1
พืชดอก	pʰ ɯː t̚ 2 . d ɔː k̚ 1
พืชผัก	pʰ ɯː t̚ 2 . pʰ a k̚ 1
พืชใบเลี้ยงเดี่ยว	pʰ ɯː t̚ 2 . b a j . l i a̯ ŋ 3 . d i a̯ w 1
พื้น	pʰ ɯː n 3
พื้นฐาน	pʰ ɯː n 3 . tʰ aː n 4
พื้นดิน	pʰ ɯː n 3 . d i n
พื้นที่	pʰ ɯː n 3 . tʰ iː 2
พื้นบ้าน	pʰ ɯː n 3 . b aː n 2
พื้นผิว	pʰ ɯː n 3 . pʰ i w 4
พื้นเมือง	pʰ ɯː n 3 . m ɯ a̯ ŋ
พื้นโลก	pʰ ɯː n 3 . l oː k 2
พุ	pʰ u 3
พุก	pʰ u k 3
พุง	pʰ u ŋ
พุทธ	pʰ u t̚ 3
พุทธมามกะ	pʰ u t̚ 3 . tʰ a 3 . m aː . m a 3 . k a ʔ 1
พุทธรูป	pʰ u t̚ 3 . tʰ a 3 . r uː p̚ 2
พุทธศักราช	pʰ u t̚ 3 . tʰ a 3 . s a k̚ 1 . k a 1 . r aː t̚ 1
พุทธะ	pʰ u t̚ 3 . tʰ a ʔ 3
พุทรา	pʰ u t̚ 3 . s aː
พุธ	pʰ u t̚ 3
พุพอง	pʰ u 3 . pʰ ɔː ŋ
พุ่ง	pʰ u ŋ 2
พุ่ม	pʰ u m 2
พูด	pʰ uː t̚ 2
พูดคุย	pʰ uː t 2 . kʰ u j
พูน	pʰ uː n
พู่	pʰ uː 2
พู่กัน	pʰ uː 2 . k a n
พเยีย	pʰ a 3 . j i a̯
พ่น	pʰ o n 2
พ่วง	pʰ u a̯ ŋ 2
พ่วงพี	pʰ u a̯ ŋ 2 . pʰ iː
พ่อ	pʰ ɔː 2
พ่อขุน	pʰ ɔː 2 . kʰ u n 4
พ่อครัว	pʰ ɔː 2 . kʰ r u a̯
พ่อค้า	pʰ ɔː 2 . kʰ aː 3
พ่อตา	pʰ ɔː 2 . t aː
พ่อบ้าน	pʰ ɔː 2 . b aː n 2
พ่อเลี้ยง	pʰ ɔː 2 . l i a̯ ŋ 3
พ่อแม่	pʰ ɔː 2 . m ɛː 2
พ่ะย่ะค่ะ	pʰ a 2 . j a 2 . kʰ a ʔ 2
พ่าย	pʰ aː j 2
พ่ายแพ้	pʰ aː j 2 . pʰ ɛː 3
พ้น	pʰ o n 3
พ้อ	pʰ ɔː 3
พ้อง	pʰ ɔː ŋ 3
พ้องพาน	pʰ ɔː ŋ 3 . pʰ aː n
ฟ	f ɔː
ฟก	f o k̚ 3
ฟฟิว	f ɔː . f i w
ฟยอร์ด	f a 3 . j ɔː t̚ 3
ฟรี	f r iː
ฟลอริดา	f l ɔː . r i 3 . d aː 2
ฟลุต	f l u t̚ 3
ฟลูออรีน	f l uː . ʔ ɔː . r iː n
ฟลูออเรสเซนซ์	f l uː . ʔ ɔː . r eː t 3 . s eː n
ฟอ	f ɔː
ฟอก	f ɔː k̚ 2
ฟอง	f ɔː ŋ
ฟองน้ำ	f ɔː ŋ . n aː m 3
ฟองมัน	f ɔː ŋ . m a n
ฟองสบู่	f ɔː ŋ . s a 1 . b uː 1
ฟอนต์	f ɔː n
ฟอร์ด	f ɔː t̚ 1
ฟอร์ม	f ɔː m
ฟอร์มาลดีไฮด์	f ɔː . m aː . l a 3 . d iː . h a j
ฟอร์แมต	f ɔː . m ɛː t 2
ฟอสซิล	f ɔː t̚ 3 . s i n 2
ฟอสฟอรัส	f ɔː s 3 . f ɔː . r a s 3
ฟอสเฟต	f ɔː . s a 1 . f eː t 2
ฟัก	f a k̚ 3
ฟักข้าว	f a k̚ 3 . kʰ aː w 2
ฟักทอง	f a k̚ 3 . tʰ ɔː ŋ
ฟักเหลือง	f a k̚ 3 . l ɯ a̯ ŋ 4
ฟัง	f a ŋ
ฟังก์ชัน	f a ŋ . t͡ɕʰ a n 2
ฟังก์ชั่น	f a ŋ . c a n 2
ฟัด	f a t̚ 3
ฟัน	f a n
ฟันกราม	f a n . k r aː m
ฟันธง	f a n . tʰ o ŋ
ฟันเฟือง	f a n . f ɯ a̯ ŋ
ฟั่น	f a n 2
ฟา	f aː
ฟาก	f aː k̚ 2
ฟาง	f aː ŋ
ฟาด	f aː t̚ 2
ฟาน	f aː n
ฟาย	f aː j
ฟาร์ม	f aː m
ฟาสซิสต์	f aː t̚ 3 . s i t̚ 3
ฟาโรห์	f aː . r oː
ฟิจิ	f i 3 . t͡ɕ i ʔ 1
ฟินแลนด์	f i n . l ɛː n
ฟิลล์มอร์	f i n . m ɔː
ฟิลิปปินส์	f i 3 . l i p̚ 3 . p i n
ฟิลิปส์	f i 3 . l i p 3
ฟิล์ม	f i m
ฟิวชัน	f i w . c a n
ฟิวส์	f i w
ฟิสิกส์	f i 3 . s i k̚ 1
ฟืน	f ɯː n
ฟื้น	f ɯː n 3
ฟื้นฟู	f ɯː n 3 . f uː
ฟุต	f u t 3
ฟุตบอล	f u t̚ 3 . b ɔ n
ฟุ่มเฟือย	f u m 2 . f ɯ a̯ j
ฟุ้ง	f u ŋ 3
ฟุ้งซ่าน	f u ŋ 3 . s aː n 2
ฟู	f uː
ฟูก	f uː k̚ 2
ฟูมฟัก	f uː m . f a k̚ 3
ฟแวร์	f ɔː . w ɛː
ฟ้อง	f ɔː ŋ 3
ฟ้องร้อง	f ɔː ŋ 3 . r ɔː ŋ 3
ฟ้อน	f ɔː n 3
ฟ้า	f aː 3
ฟ้าผ่า	f aː 3 . pʰ aː 1
ฟ้าร้อง	f aː 3 . r ɔː ŋ 3
ฟ้าแลบ	f aː 3 . l ɛː p̚ 2
ภมร	pʰ a 3 . m ɔː n
ภมุ	pʰ a 3 . m u ʔ 3
ภร	pʰ a 3 . r a 3
ภรตวรรษ	pʰ a 3 . r o t̚ 3 . t a 1 . w a t̚ 3
ภรรยา	pʰ a n . j aː
ภราดร	pʰ a 3 . r aː . d ɔː n
ภราดา	pʰ a 3 . r aː . d aː
ภริยา	pʰ a 3 . r i 3 . j aː
ภฤตย์	pʰ r ɯ t̚ 3
ภักดี	pʰ a k̚ 3 . d iː
ภัจ	pʰ a t̚ 3
ภัตตาคาร	pʰ a t̚ 3 . t aː . kʰ aː n
ภัตตาหาร	pʰ a t̚ 3 . t aː . h aː n 4
ภัทร	pʰ a t 3 . tʰ r a 3
ภัย	pʰ a j
ภัยพิบัติ	pʰ a j . pʰ i 3 . b a t̚ 1
ภา	pʰ aː
ภากร	pʰ aː . k ɔː n
ภาค	pʰ aː k̚ 2
ภาคตัดกรวย	pʰ aː k̚ 2 . t a t̚ 1 . k r u a̯ j
ภาคตัดขวาง	pʰ aː k 2 . t a t 1 . kʰ w aː ŋ 4
ภาคนิพนธ์	pʰ aː k 2 . n i 3 . pʰ o n
ภาคผนวก	pʰ aː k 2 . pʰ a 1 . n uː a k 1
ภาคพายัพ	pʰ aː k 2 . pʰ aː . j a p 3
ภาคพื้น	pʰ aː k 2 . pʰ ɯː n 3
ภาคพื้นดิน	pʰ aː k 2 . pʰ ɯː n 3 . d i n
ภาคยานุวัติ	pʰ aː k̚ 2 . kʰ a 3 . j aː . n u 3 . w a t̚ 3
ภาครัฐ	pʰ aː k 2 . r a t 3
ภาครัฐบาล	pʰ aː k 2 . r a t 3 . tʰ a 1 . b aː n
ภาควิชา	pʰ aː k 2 . w i 3 . c aː
ภาคสนาม	pʰ aː k 2 . s a 1 . n aː m 4
ภาคอุตสาหกรรม	pʰ aː k 2 . ʔ u t 1 . s aː 4 . h a 1 . k a m
ภาคเหนือ	pʰ aː k 2 . n ɯː a 4
ภาคเอกชน	pʰ aː k 2 . ʔ eː k 1 . k a 1 . c o n
ภาคใต้	pʰ aː k 2 . t aː j 2
ภาชนะ	pʰ aː . t͡ɕʰ a 3 . n a ʔ 3
ภาณุ	pʰ aː . n u 3
ภาพ	pʰ aː p̚ 2
ภาพจริง	pʰ aː p 2 . c i ŋ
ภาพถ่าย	pʰ aː p̚ 2 . pʰ a 3 . tʰ aː j 1
ภาพนิ่ง	pʰ aː p 2 . n i ŋ 2
ภาพประกอบ	pʰ aː p̚ 2 . p r a 1 . k ɔː p̚ 1
ภาพพจน์	pʰ aː p̚ 2 . pʰ o t̚ 3
ภาพยนตร์	pʰ aː p̚ 2 . pʰ a 3 . j o n
ภาพรวม	pʰ aː p 2 . r uː a m
ภาพลวงตา	pʰ aː p̚ 2 . l u a̯ ŋ . t aː
ภาพลักษณ์	pʰ aː p̚ 2 . l a k̚ 3
ภาพเคลื่อนไหว	pʰ aː p 2 . kʰ l ɯː a n 2 . w a j 4
ภาย	pʰ aː j
ภายนอก	pʰ aː j . n ɔː k̚ 2
ภายหลัง	pʰ aː j . l a ŋ 4
ภายใต้	pʰ aː j . t aː j 2
ภายใน	pʰ aː j . n a j
ภายในบ้าน	pʰ aː j . n a j . b aː n 2
ภายในประเทศ	pʰ aː j . n a j . p r a 1 . tʰ eː t 2
ภารกิจ	pʰ aː . r a 3 . k i t̚ 1
ภาระ	pʰ aː . r a 3
ภาวนา	pʰ aː . w a 3 . n aː
ภาวะ	pʰ aː . w a ʔ 3
ภาวะแทรกซ้อน	pʰ aː . w a 3 . tʰ r ɛː k 2 . s ɔː n 3
ภาษา	pʰ aː . s aː 4
ภาษากลาง	pʰ aː . s aː 4 . k l aː ŋ
ภาษาคอมพิวเตอร์	pʰ aː . s aː 4 . kʰ ɔː m . pʰ i w . t ɤː 2
ภาษาจีน	pʰ aː . s aː 4 . c iː n
ภาษาซี	pʰ aː . s aː 4 . s iː
ภาษาต่างประเทศ	pʰ aː . s aː 4 . t aː ŋ 1 . p r a 1 . tʰ eː t 2
ภาษาต้นฉบับ	pʰ aː . s aː 4 . t o n 2 . c a 1 . b a p 1
ภาษาถิ่น	pʰ aː . s aː 4 . tʰ i n 1
ภาษาท้องถิ่น	pʰ aː . s aː 4 . tʰ ɔː ŋ 3 . tʰ i n 1
ภาษาธรรมชาติ	pʰ aː . s aː 4 . tʰ a m . m a 3 . c aː t 2 . t i 1
ภาษาพูด	pʰ aː . s aː 4 . pʰ uː t̚ 2
ภาษามือ	pʰ aː . s aː 4 . m ɯː
ภาษาราชการ	pʰ aː . s aː 4 . r aː t 2 . c a 3 . k aː n
ภาษาศาสตร์	pʰ aː . s aː 4 . s aː t̚ 1
ภาษาอังกฤษ	pʰ aː . s aː 4 . ʔ a ŋ . k r i t̚ 1
ภาษาเป้าหมาย	pʰ aː . s aː 4 . p a w 2 . m aː j 4
ภาษาเยอรมัน	pʰ aː . s aː 4 . j eː . ʔ ɔː n . m a n
ภาษาแม่	pʰ aː . s aː 4 . m ɛː 2
ภาษาใบ้	pʰ aː . s aː 4 . b a j 2
ภาษาไทย	pʰ aː . s aː 4 . tʰ a j
ภาษิต	pʰ aː . s i t̚ 1
ภาษี	pʰ aː . s iː 4
ภาสน์	pʰ aː t̚ 2
ภิ	pʰ i 3
ภิกขุ	pʰ i k̚ 3 . kʰ u ʔ 1
ภิกษุ	pʰ i k̚ 3 . s u ʔ 1
ภิญโญ	pʰ i n . j oː
ภิตติ	pʰ i t̚ 3 . t i ʔ 1
ภิษฐ์	pʰ i t 3
ภุชงคประยาต	pʰ u 3 . t͡ɕʰ o ŋ . kʰ a 3 . p r a 1 . j aː t̚ 2
ภุชงค์	pʰ u 3 . t͡ɕʰ o ŋ
ภุมรี	pʰ u m . m a 3 . r iː
ภู	pʰ uː
ภูฏาน	pʰ uː . t aː n
ภูต	pʰ uː t̚ 2
ภูตบดี	pʰ uː . t a 1 . b ɔː . d iː
ภูตผี	pʰ uː t̚ 2 . pʰ iː 4
ภูติ	pʰ uː t̚ 2
ภูบดี	pʰ uː . b ɔː . d iː
ภูมิ	pʰ uː m
ภูมิคุ้มกัน	pʰ uː m . kʰ u m 3 . k a n
ภูมิต้านทาน	pʰ uː m . t aː n 2 . tʰ aː n
ภูมิปัญญา	pʰ uː m . p a n . j aː
ภูมิภาค	pʰ uː . m i 3 . pʰ aː k̚ 2
ภูมิลำเนา	pʰ uː m . l a m . n a w
ภูมิศาสตร์	pʰ uː . m i 3 . s aː t̚ 1
ภูมิอากาศ	pʰ uː . m i 3 . ʔ aː . k aː t̚ 1
ภูมิแพ้	pʰ uː m . pʰ ɛː 3
ภูมิใจ	pʰ uː m . t͡ɕ a j
ภูริ	pʰ uː . r i ʔ 3
ภูเก็ต	pʰ uː . k e t̚ 1
ภูเขา	pʰ uː . kʰ a w 4
ภูเขาน้ำแข็ง	pʰ uː . kʰ a w 4 . n a m 3 . kʰ ɛ ŋ 4
ภูเขาไฟ	pʰ uː . kʰ a w 4 . f a j
ภู่	pʰ uː 2
ม	m ɔː
ม.	m ɔː
ม.ค.	m ɔː . kʰ ɔː
มกร	m a 3 . k ɔː n
มกรา	m a 3 . k a 1 . r aː
มกราคม	m a 3 . k a 1 . r aː . kʰ o m
มกุฎ	m a 3 . k u t̚ 1
มกุฎราชกุมาร	m a 3 . k u t̚ 1 . r aː t̚ 2 . t͡ɕʰ a 3 . k u 1 . m aː n
มข.	m ɔː . kʰ ɔː 4
มงกุฎ	m o ŋ . k u t̚ 1
มงคล	m o ŋ . kʰ o n
มณฑล	m o n . tʰ o n
มณี	m a 3 . n iː
มณโฑ	m o n . tʰ oː
มด	m o t̚ 3
มดยอบ	m o t̚ 3 . j ɔː p̚ 2
มดลูก	m o t̚ 3 . l uː k̚ 2
